ID,Year,Date ,Database,Location ,"City, Country",Origin,Transit,Destination,Weight (kg) ,Number,Airline ,Mode of Transport,Method of Detection,Obfuscation Method,Species
315,2014,24-Sep-14,Reptiles,Detroit Airport,"Detroit, USA","Detroit, USA",,China,,1007,,Luggage,,,Diamondback Terrapins; Albino Florida Turtles; Chinese Red-Necked Turtles; Blandings Turtles; Wood Turtles
316,2014,24-Sep-14,Reptiles,Juan Santamaria Airport,"San Jose, Costa Rica","San Jose, Costa Rica",Panama,Germany,,496,,Luggage,,,Reptiles; Amphibians; Tadpoles; Boa Constrictor; Glass Frogs
317,2014,27-Sep-14,Reptiles,Guangzhou Baiyun Airport,"Guangzhou, China",Madagascar,"Bangkok, Thailand","Guangzhou, China",,195,,Luggage,,,Radiated Tortoises
318,2014,5-Nov-14,Reptiles,Suvarnabhumi Airport,"Bangkok, Thailand","Dhaka, Bangladesh",,"Bangkok, Thailand",,669,,Luggage,,,Black Pond Turtles
319,2014,14-Dec-14,Reptiles,Charles de Gaulle Airport,"Paris, France",Madagascar,"Paris, France",Laos,,170,,Airfreight,,False bottom of crates filled with sea cucumbers,Radiated Tortoises
320,2014,15-Dec-14,Reptiles,Shahjalal Airport,"Dhaka, Bangladesh","Dhaka, Bangladesh",,Malaysia,,510,,Luggage,Tip-off,,Indian Narrow-Headed Soft-Shelled Turtles
321,2014,19-Dec-14,Reptiles,Shanghai Pudong Airport,"Shanghai, China",,,"Shanghai, China",,3,,Luggage,,,Common Water Monitors
322,2015,1-Jan-15,Reptiles,Soekarno-Hatta Airport,"Jakarta, Indonesia",,,"Jakarta, Indonesia",,5284,,Airfreight,,,Pig-Nosed Turtles
323,2015,1-Jan-15,Reptiles,Ngurah Rai Airport,"Denpasar, Indonesia","Timika, Indonesia",,"Denpasar, Indonesia",,2350,,Unknown,,,Pig-Nosed Turtles
324,2015,7-Jan-15,Reptiles,Changi Airport,Singapore,"Dhaka, Bangladesh",Singapore,"Surabaya, Indonesia",,190,,Luggage,,,Black Pond Turtles
325,2015,8-Jan-15,Reptiles,Julius Nyerere Airport,"Dar es Salaam, Tanzania","Dar es Salaam, Tanzania",,,,149,,Luggage,,,Monitor Lizards
326,2015,17-Jan-15,Reptiles,Soekarno-Hatta Airport,"Jakarta, Indonesia","Jakarta, Indonesia",Singapore,"Shanghai, China",,2350,Singapore Airlines,Airfreight,,,Pig-Nosed Turtles
327,2015,22-Jan-15,Reptiles,Ngurah Rai Airport,"Denpasar, Indonesia","Timika, Indonesia","Denpasar, Indonesia",,,5284,,Luggage,,,Pig-Nosed Turtles
328,2015,1-Feb-15,Reptiles,Heathrow Airport,"London, United Kingdom",,,"London, United Kingdom",,165,,Unknown,,,Turqouise Dwarf Geckos
329,2015,6-Feb-15,Reptiles,Perth Airport,"Perth, Australia","Perth, Australia",,,,157,,Luggage,,,Reptiles
330,2015,11-Feb-15,Reptiles,Brussels Airport,"Brussels, Belgium",,,,,18,,Unknown,,,Geckos
331,2015,20-Feb-15,Reptiles,Suvarnabhumi Airport,"Bangkok, Thailand","Bangkok, Thailand",,Japan,,144,,Luggage,,,Pig-Nosed Turtles; snakes; geckos
332,2015,1-Mar-15,Reptiles,Kuwait Airport,"Kuwait City, Kuwait",,,,,,,Luggage,,,Snakes ; beetles; lizards; frogs
333,2015,24-Mar-15,Reptiles,Tiruchirappalli Airport,"Tiruchirappalli, India","Tiruchirappalli, India","Kuala Lumpur, Malaysia","Bangkok, Thailand",,492,Malindo Air,Luggage,Scanner,Concealed in Various pieces of cloth and kept in five stroller bags,Black Pond Turtles
334,2015,24-Mar-15,Reptiles,Shahjalal Airport,"Dhaka, Bangladesh",,,India,,113,,Unknown,Tip-off,Four bags,Black Pond Turtles
335,2015,25-Mar-15,Reptiles,Heathrow Airport,"London, United Kingdom",Tanzania,,"London, United Kingdom",,671,,Airfreight,,,Turquoise Dwarf Geckos; Bearded Pygmy Chameleons; Peacock Tree Frogs; Whip Scorpions; Yellow Headed Geckos
336,2015,1-Apr-15,Reptiles,Chubu Centrair Airport,"Nagoya, Japan","Nagoya, Japan",,,,500,,Luggage,,,Asian Brown Pond Turtles; Japanese Pond Turtles
337,2015,1-Apr-15,Reptiles,Yantai Penglai Airport,"Yantai, China",,,,,86,,Unknown,,,Crocodiles
338,2015,1-Apr-15,Reptiles,Dusseldorf Airport,"Dusseldorf, Germany",Mauritius,"St. Petersburg, Russia","Dusseldorf, Germany",,1,,Luggage,,,Nile Crocodiles
339,2015,1-Apr-15,Reptiles,Domodedovo Airport,"Moscow, Russia","Jakarta, Indonesia",Qatar,"Moscow, Russia",,108,,Luggage,,,Reptiles
340,2015,4-Apr-15,Reptiles,Ivato Airport,"Antananarivo, Madagascar","Antananarivo, Madagascar",,Taiwan,,11,,Luggage,,,Radiated Tortoises; spider tortoises
341,2015,10-Apr-15,Reptiles,Chhatrapati Shivaji Airport,"Mumbai, India","Mumbai, India",,"Kuala Lumpur, Malaysia",,183,,Luggage,,,Black Pond Turtles
342,2015,21-Apr-15,Reptiles,Allama Iqbal Airport,"Lahore, Pakistan","Lahore, Pakistan",,"Bangkok, Thailand",,504,,Luggage,,,Black Pond Turtles
343,2015,24-Apr-15,Reptiles,Cochin Airport,"Kerala, India","Kerala, India",,"Kuala Lumpur, Malaysia",,29,,Luggage,,,Black Pond Turtles
344,2015,26-Apr-15,Reptiles,Chhatrapati Shivaji Airport,"Mumbai, India","Mumbai, India",,"Kuala Lumpur, Malaysia",,161,,Luggage,,Cardboard boxes,Black Pond Turtles
345,2015,25-Apr-15,Reptiles,,,,,Bangladesh,,21,,Unknown,,,Indian Star Tortoises
346,2015,25-May-15,Reptiles,Chubu Centrair Airport,"Nagoya, Japan","Nagoya, Japan",,,,400,,Luggage,,,Asian Brown Pond Turtles; Japanese Pond Turtles
347,2015,29-May-15,Reptiles,Shahjalal Airport,"Dhaka, Bangladesh",,,"Kuala Lumpur, Malaysia",,130,Malaysia Airlines,Luggage,Tip-off,Wrapped in cloth and plastic in a suitcase(s),Black Pond Turtles
348,2015,1-Jun-15,Reptiles,Ivato Airport,"Antananarivo, Madagascar","Antananarivo, Madagascar","Nairobi, Kenya; Khartoum, Sudan",China,,453,Kenya Airways,Luggage,,,Radiated Tortoises
349,2015,1-Jun-15,Reptiles,Cochin Airport,"Kerala, India","Kerala, India",,,,,,Unknown,,,Russell's Vipers; Chochin Forest Cane Turtles; Chameleons
350,2015,20-Jun-15,Reptiles,Ivato Airport,"Antananarivo, Madagascar","Antananarivo, Madagascar","Nairobi, Kenya","Khartoum, Sudan",,403,,Luggage,,Wrapped in cloth bags placed in 8 suitcases,Turtles
351,2015,28-Jun-15,Reptiles,Bengaluru Airport,"Bangalore, India","Bangalore, India","Kuala Lumpur, Malaysia","Phuket, Thailand",,72,Malaysia Airlines,Luggage,Scanner,Covered in cardboard and pillow covers in two suitcases,Black Pond Turtles
352,2015,28-Jun-15,Reptiles,Chennai Airport,"Chennai, India","Chennai, India",,"Kuala Lumpur, Malaysia",,54,Malaysia Airlines,Luggage,Scanner,,Black Pond Turtles
353,2015,1-Jul-15,Reptiles,Francisco Bangoy Airport,"Davao, Philippines","Davao, Philippines",,"Caloocan, Philippines",,2,,Airfreight,,,Mangrove Monitor Lizards
354,2015,2-Jul-15,Reptiles,Chennai Airport,"Chennai, India","Chennai, India",,"Kuala Lumpur, Malaysia",,64,Malaysia Airlines,Luggage,,,Indian Star Tortoises
355,2015,3-Jul-15,Reptiles,Bandaranaike Airport,"Colombo, Sri Lanka","Colombo, Sri Lanka",,Malaysia,,125,,Unknown,,,Sea Turtles
356,2015,5-Jul-15,Reptiles,Shahjalal Airport,"Dhaka, Bangladesh","Dhaka, Bangladesh",,,,400,,Airfreight,,,Black Pond Turtles
357,2015,8-Jul-15,Reptiles,Chennai Airport,"Chennai, India","Chennai, India",,"Kuala Lumpur, Malaysia",,41,Malaysia Airlines,Luggage,Scanner,,Indian Star Tortoises
358,2015,9-Jul-15,Reptiles,Changi Airport,Singapore,Bangladesh,Singapore,"Surabaya, Indonesia",,206,,Luggage,,,Black Pond Turtles
359,2015,9-Jul-15,Reptiles,Chennai Airport,"Chennai, India",,,"Kuala Lumpur, Malaysia",,100,,Luggage,Scanner,,Indian Star Tortoises
360,2015,12-Jul-15,Reptiles,Shahjalal Airport,"Dhaka, Bangladesh","Dhaka, Bangladesh",,Vietnam,,557,,Luggage,,,Black Pond Turtles
361,2015,25-Jul-15,Reptiles,Chennai Airport,"Chennai, India","Chennai, India",,Malaysia,,50,,Luggage,,,Indian Star Tortoises
362,2015,1-Aug-15,Reptiles,Chennai Airport,"Chennai, India","Chennai, India",,"Kuala Lumpur, Malaysia",,138,,Unknown,,,Black Pond Turtles
363,2015,1-Aug-15,Reptiles,Cochin Airport,"Kerala, India","Kerala, India",,Malaysia,,199,,Unknown,,,Indian Star Tortoises
364,2015,1-Aug-15,Reptiles,Bengaluru Airport,"Bangalore, India","Bangalore, India",,Malaysia,,79,Malaysian Airlines,Unknown,,,Indian Star Tortoises; Black Pond Turtles
365,2015,4-Aug-15,Reptiles,Guangzhou Baiyun Airport,"Guangzhou, China",Madagascar,,"Guangzhou, China",,298,,Luggage,,,Radiated Tortoises
366,2015,9-Aug-15,Reptiles,Bengaluru Airport,"Bangalore, India","Bangalore, India",India,Malaysia,,79,Malaysian Airlines,Luggage,,,Indian Star Tortoises; spotted black terrapins
367,2015,10-Aug-15,Reptiles,Cochin Airport,"Kerala, India","Kerala, India",,,,199,,Unknown,,,Indian Star Tortoises
368,2015,14-Aug-15,Reptiles,Xiamen Gaoqi Airport,"Xiamen, China","Xiamen, China",,,,182,,Luggage,X-ray,,Reticulated Python Gall Bladders
369,2015,25-Aug-15,Reptiles,Qingdao Liuting Airport,"Qingdao, China",,,"Qingdao, China",,1,,Unknown,,,Stuffed Crocodile
370,2015,1-Sep-15,Reptiles,Chennai Airport,"Chennai, India",,,,,276,,Unknown,,,Indian Star Tortoises
371,2015,8-Sep-15,Reptiles,Allama Iqbal Airport,"Lahore, Pakistan","Lahore, Pakistan",,"Thailand, Bangkok",,120,,Unknown,,Hidden in baby diapers,Black Spotted Turtles
372,2015,28-Sep-15,Reptiles,Ivato Airport,"Antananarivo, Madagascar","Antananarivo, Madagascar",Mauritius,"Kuala Lumpur, Malaysia",,771,,Airfreight,,Hidden in socks/stockings in diapers in two wood crates,Ploughshare Tortoises; Radiated Tortoises
373,2015,29-Sep-15,Reptiles,Madurai Airport,"Madurai, India","Madurai, India",Sri Lanka,Malaysia,,247,,Luggage,,,Indian Star Tortoises
374,2015,8-Oct-15,Reptiles,Hong Kong Airport,"Hong Kong, China","New Delhi, India",,"Hong Kong, China",,23,,Unknown,,,Black Pond Turtles
375,2015,8-Oct-15,Reptiles,Chennai Airport,"Chennai, India","Chennai, India","Kuala Lumpur, Malaysia","Jakarta, Indonesia",,200,,Luggage,,,Indian Star Tortoises
376,2015,8-Oct-15,Reptiles,Chennai Airport,"Chennai, India","Chennai, India",,"Kuala Lumpur, Malaysia",,119,Malaysian Airlines,Passenger - Clothing/Items,,,Indian Star Tortoises
377,2015,11-Oct-15,Reptiles,Soekarno-Hatta Airport,"Jakarta, Indonesia",,,,,8,,Unknown,,,Earless Monitor Lizards
378,2015,15-Oct-15,Reptiles,Tijuana Airport,"Tijuana, Mexico","Guadalajara, Mexico",,"Tijuana, Mexico",,53,,Airfreight,,,Green Iguanas
379,2015,23-Oct-15,Reptiles,Ivato Airport,"Antananarivo, Madagascar","Antananarivo, Madagascar",,"Guangzhou, China",,419,,Luggage,,socks; sanitary napkins,Radiated Tortoises
380,2015,16-Nov-15,Reptiles,Julius Nyerere Airport,"Dar es Salaam, Tanzania","Dar es Salaam, Tanzania","Dubai, UAE",Malaysia,,201,,Luggage,,,Radiated Tortoises
381,2015,19-Nov-15,Reptiles,Shanghai Pudong Airport,"Shanghai, China",Indonesia,,"Shanghai, China",,2535,,Airfreight,,,Black Pond Turtles; South Asian Box Turtles; pig-nosed Turtles; Asian Leaf Turtles; Red-Bellied Short-Necked Turtle
382,2015,25-Dec-15,Reptiles,Ivato Airport,"Antananarivo, Madagascar","Antananarivo, Madagascar",,"Bangkok, Thailand",,547,,Luggage,,,Radiated Tortoises
383,2016,1-Feb-16,Reptiles,Allama Iqbal Airport,"Lahore, Pakistan",,,,,144,,Airfreight,,,Black Spotted Turtles
384,2016,19-Jan-16,Reptiles,Suvarnabhumi Airport,"Bangkok, Thailand","Guangzhou, China","Bangkok, Thailand","Chennai, India",,2800,,Luggage,,,Red-Eared Slider Turtles
385,2016,28-Jan-16,Reptiles,O.R. Tambo Airport,"Johannesburg, South Africa","Johannesburg, South Africa",Vietnam,China,,230,,Unknown,Lack of paperwork,Plastic Boxes,African Bullfrogs; rain frogs
386,2016,29-Jan-16,Reptiles,Ninoy Aquino Airport,"Manila, Philippines","Manila, Philippines",,Japan,,30,,Airfreight,intelligence,Labeled as aquatic plants,Monitor Lizards; sailfin lizards; rat snakes; water snakes
387,2016,31-Jan-16,Reptiles,Shanghai Pudong Airport,"Shanghai, China",Indonesia,,,,2000,,Airfreight,,In a box that was supposed to contain crab from Indonesia,Turtles
388,2016,3-Feb-16,Reptiles,Soekarno-Hatta Airport,"Jakarta, Indonesia","Jakarta, Indonesia",,"Hong Kong, China",,15,Cathay Pacific,Luggage,,,Green Tree Pythons; Argentine Red Tegus; Indian Star Tortoises
389,2016,6-Feb-16,Reptiles,Allama Iqbal Airport,"Lahore, Pakistan","Lahore, Pakistan",,"Colombo, Sri Lanka",,22,,Luggage,,,Tortoises
390,2016,12-Feb-16,Reptiles,Shahjalal Airport,"Dhaka, Bangladesh",,,,,30,Malaysian Airlines,Luggage,Movement deteted in luggage,,Black Pond Turtles
391,2016,15-Feb-16,Reptiles,Mozes Kilangin Airport,"Timika, Indonesia","Timika, Indonesia","Jayapura, Indonesia","Jakarta, Indonesia",,3230,Sriwijaya Air,Luggage,X-ray,Boxes in Luggage,Pig-Nosed Turtles
392,2016,21-Feb-16,Reptiles,Soekarno-Hatta Airport,"Jakarta, Indonesia","Jakarta, Indonesia",,"Hong Kong, China",,4620,,Airfreight,,,Pig-Nosed Turtles; snake neck turtles
393,2016,23-Feb-16,Reptiles,Bologna Guglielmo Marconi Airport,"Bologna, Italy",Guinea,Morocco,"Bologna, Italy",,21,,Luggage,,,Crocodiles; pythons
394,2016,25-Feb-16,Reptiles,Alfredo Vasquez Cobo Airport,"Leticia, Colombia","Leticia, Colombia",,USA,,551,,Airfreight,,,Mata Mata Turtles
395,2016,8-Mar-16,Reptiles,Ivato Airport,"Antananarivo, Madagascar","Antananarivo, Madagascar",Turkey,Russia,,140,Turkish Airlines,Luggage,,,Chameleons; Geckos
396,2016,9-Mar-16,Reptiles,Soekarno-Hatta Airport,"Jakarta, Indonesia","Jakarta, Indonesia",,"Kuala Lumpur, Malaysia",,3,Cathay Pacific,Luggage,,,Green Tree Pythons
397,2016,11-Mar-16,Reptiles,Faisalabad Airport,"Faisalabad, Pakistan","Faisalabad, Pakistan","Doha, Qatar",Malaysia,,45,,Luggage,,,Black Spotted Turtles
398,2016,18-Mar-16,Reptiles,Lyon – Saint-Exupery Airport,"Lyon, France",Ivory Coast,Tunisia,"Lyon, France",,2,,Luggage,,,Pythons; Crocodiles
399,2016,20-Mar-16,Reptiles,Chhatrapati Shivaji Airport,"Mumbai, India",Madagascar,"Mumbai, India","Kathmandu, Nepal",,146,,Luggage,,,Radiated Tortoises; ploughshare tortoises
400,2016,1-Apr-16,Reptiles,Cairo Airport,"Cairo, Egypt","Cairo, Egypt",,,,60,,Airfreight,X-ray,,Cobras
401,2016,27-Apr-16,Reptiles,Quetzalcoatl Airport,"Nuevo Laredo, Mexico","Mexico City, Mexico",,"Nuevo Laredo, Mexico",,32,,Airfreight,,,Abronia Arboreal Alligator Lizards; milk snakes
402,2016,9-May-16,Reptiles,Sir Seewoosagur Ramgoolam Airport,"Port Louis, Mauritius",Madagascar,"Port Louis, Mauritius",Singapore,,130,Air Mauritius,Luggage,,,Pyxis Tortoises; Ploughshare Tortoises; Radiated Tortoises
403,2016,4-Jul-16,Reptiles,Ivato Airport,"Antananarivo, Madagascar","Antananarivo, Madagascar",Singapore,"Shanghai, China",,119,Air Mauritius,Luggage,X-ray,,Angonoka Turtles; Radiated Tortoises; Turtles
404,2016,18-Jul-16,Reptiles,Ivato Airport,"Antananarivo, Madagascar","Antananarivo, Madagascar","Nairobi, Kenya","Bangkok, Thailand; Hong Kong, China",,260,Kenya Airways,Luggage,x-ray,,Turtles
405,2016,29-Aug-16,Reptiles,Chennai Airport,"Chennai, India",China,"Kuala Lumpur, Malaysia","Chennai, India",,4000,,Luggage,,,Turtles
406,2009,30-Jun-09,Rhino Horn,Manchester Airport,"Manchester, United Kingdom","Manchester, United Kingdom","Amsterdam, Netherlands",China,9,2,,Luggage,,Hidden in the base of a sculpture,
407,2009,14-Jul-09,Rhino Horn,Jomo Kenyatta Airport,"Nairobi, Kenya",Mozambique,"Nairobi, Kenya",Laos,18,,,Unknown,,,
408,2009,14-Jul-09,Rhino Horn,Jomo Kenyatta Airport,"Nairobi, Kenya",Mozambique,"Nairobi, Kenya; Thailand",Laos,,2,,Unknown,,Coffins,
409,2009,1-Nov-09,Rhino Horn,O.R. Tambo Airport,"Johannesburg, South Africa",,,,8.34,3,,Unknown,,,
410,2009,18-Nov-09,Rhino Horn,Guangzhou Baiyun Airport,"Guangzhou, China",,,,,,,Luggage,,,
411,2009,19-Dec-09,Rhino Horn,Taiwan Taoyuan Airport,"Taipei, Taiwan",,Myanmar,"Taipei, Taiwan",,1,,Luggage,,,
412,2010,13-Jan-10,Rhino Horn,Shannon Airport,"Shannon, Ireland","Faro, Portugal",,Ireland,24.6,8,,Luggage,Customs stopped them,,
413,2010,9-Jan-10,Rhino Horn,Beijing Capital Airport,"Beijing, China","Paris, France",,"Beijing, China",0.35,,,Luggage,,,
414,2010,27-Jan-10,Rhino Horn,Beijing Capital Airport,"Beijing, China",Nigeria,,"Beijing, China",0.16,,,Unknown,,,
415,2010,28-Apr-10,Rhino Horn,Beijing Capital Airport,"Beijing, China","Dubai, UAE",,"Beijing, China",0.55,,,Unknown,,,
416,2010,17-May-10,Rhino Horn,Brussels Airport,"Brussels, Belgium",,,,27.8,10,,Unknown,,,
417,2010,20-May-10,Rhino Horn,Beijing Capital Airport,"Beijing, China","Addis Ababa, Ethiopia",,"Beijing, China",0.86,,,Unknown,,,
418,2010,1-Jun-10,Rhino Horn,O.R. Tambo Airport,"Johannesburg, South Africa",,,,,12,,Unknown,,,
419,2010,1-Jun-10,Rhino Horn,O.R. Tambo Airport,"Johannesburg, South Africa",,,,,6,,Unknown,,,
420,2010,1-Jun-10,Rhino Horn,O.R. Tambo Airport,"Johannesburg, South Africa",,,,5.56,2,,Unknown,,,
421,2010,9-Jun-10,Rhino Horn,O.R. Tambo Airport,"Johannesburg, South Africa",,,,19.46,7,,Luggage,,,
422,2010,11-Jun-10,Rhino Horn,O.R. Tambo Airport,"Johannesburg, South Africa",,,,50.04,18,,Luggage,,,
423,2010,30-Jun-10,Rhino Horn,O.R. Tambo Airport,"Johannesburg, South Africa","Johannesburg, South Africa",,Vietnam,16,7,,Unknown,,,
424,2010,22-Aug-10,Rhino Horn,Jomo Kenyatta Airport,"Nairobi, Kenya","Nairobi, Kenya","Dubai, UAE",Malaysia,,5,,Air Freight,Canines,Wrapped In Black Polythene Papers And Banana Leaves And Avocados In Wooden Boxes,
425,2010,24-Aug-10,Rhino Horn,Jomo Kenyatta Airport,"Nairobi, Kenya",,,,,5,,Air Freight,,,
426,2011,23-Feb-11,Rhino Horn,Suvarnabhumi Airport,"Bangkok, Thailand","Lagos, Nigeria","Doha, Qatar; Kuala Lumpur, Malaysia","Bangkok, Thailand",2.7,3,,Air Freight,,"""craft Work""",
427,2011,10-Dec-11,Rhino Horn,O.R. Tambo Airport,"Johannesburg, South Africa","Johannesburg, South Africa",,,,2,,Luggage,,,
428,2012,1-Mar-12,Rhino Horn,Vaclav Havel Airport Prague,"Prague, Czech Republic",,,,,10,,Unknown,,,
429,2012,1-May-12,Rhino Horn,Maputo Airport,"Maputo, Mozambique","Maputo, Mozambique",,,,7,,Luggage,,,
430,2012,17-Jun-12,Rhino Horn,Beijing Capital Airport,"Beijing, China",,"Doha, Qatar","Beijing, China",0.31,,,Unknown,,,
431,2012,16-Sep-12,Rhino Horn,Brussels Airport,"Brussels, Belgium",,"Brussels, Belgium","Urumqi,China",0.55,1,,Air Freight,Outgoing mail control,,
432,2013,1-Jan-13,Rhino Horn,Shanghai Pudong Airport,"Shanghai, China","Paris, France",,"Shanghai, China",12.98,11,,Luggage,,,
433,2013,6-Jan-13,Rhino Horn,Tan Son Nhat Airport,"Ho Chi Minh City, Vietnam","Maputo, Mozambique","Doha, Qatar","Ho Chi Minh City, Vietnam",16.5,6,,Unknown,,,
434,2013,6-Jan-13,Rhino Horn,Suvarnabhumi Airport,"Bangkok, Thailand",Mozambique,"Bangkok, Thailand","Hanoi, Vietnam",10.6,,Ethiopian,Unknown,,,
435,2013,8-Jan-13,Rhino Horn,Tan Son Nhat Airport,"Ho Chi Minh City, Vietnam",Mozambique,"Doha, Qatar; Bangkok, Thailand","Ho Chi Minh City, Vietnam",16.26,9,Qatar Airways,Unknown,,Wrapped In Tin Foil And Stuffed In Suitcase,
436,2013,23-Jan-13,Rhino Horn,Shanghai Pudong Airport,"Shanghai, China",,"Paris, France","Shanghai, China",8.1,7,,Luggage,"Customs officials noticed him carrying three heavy bags through the ""green channel"" in customs",,
437,2013,11-Feb-13,Rhino Horn,Lilongwe Airport,"Lilongwe, Malawi",,,,,7,,Unknown,,,
438,2013,24-Feb-13,Rhino Horn,Maputo Airport,"Maputo, Mozambique","Maputo, Mozambique",,,17,6,,Luggage,,Wrapped in tin foil and clothing and placed in a suitcase surrounded by garlic,
439,2013,20-Mar-13,Rhino Horn,Shanghai Pudong Airport,"Shanghai, China","Paris, France",,"Shanghai, China",12.98,,,Unknown,,,
440,2013,1-Apr-13,Rhino Horn,Maputo Airport,"Maputo, Mozambique","Maputo, Mozambique",,Cambodia,16,,,Unknown,,,
441,2013,19-Apr-13,Rhino Horn,Shanghai Pudong Airport,"Shanghai, China",,"Dubai, UAE","Shanghai, China",,11,,Unknown,,,
442,2013,4-May-13,Rhino Horn,Tan Son Nhat Airport,"Ho Chi Minh City, Vietnam",,"Doha, Qatar","Ho Chi Minh City, Vietnam",7.28,,,Unknown,,Packed In Silver Wrapping And Hidden In Suitcase,
443,2013,6-May-13,Rhino Horn,Noi Bai Airport,"Hanoi, Vietnam",,,,,19,,Unknown,,,
444,2013,13-May-13,Rhino Horn,Lilongwe Airport,"Lilongwe, Malawi",,"Lilongwe, Malawi",China,,1,,Unknown,,Personal Effects,
445,2013,15-May-13,Rhino Horn,Beijing Capital Airport,"Beijing, China",,,,4.45,6,,Unknown,,,
446,2013,20-May-13,Rhino Horn,Tan Son Nhat Airport,"Ho Chi Minh City, Vietnam",,,,5,6,Vietnamese Airlines,Unknown,,,
447,2013,30-May-13,Rhino Horn,Noi Bai Airport,"Hanoi, Vietnam",,,,,3,,Unknown,,coat,
448,2013,24-Jun-13,Rhino Horn,Suvarnabhumi Airport,"Bangkok, Thailand",,,,9.6,8,,Unknown,,,
449,2013,15-Jul-13,Rhino Horn,Beijing Capital Airport,"Beijing, China","Cairo, Egypt",,"Beijing, China",4.45,6,,Luggage,,,
450,2013,17-Sep-13,Rhino Horn,Jomo Kenyatta Airport,"Nairobi, Kenya","Maputo, Mozambique","Nairobi, Kenya; Doha, Qatar","Hong Kong, China",,5,,Unknown,,,
451,2013,1-Dec-13,Rhino Horn,Maputo Airport,"Maputo, Mozambique","Maputo, Mozambique",,Vietnam,,7,,Luggage,,,
452,2013,1-Dec-13,Rhino Horn,Entebbe Airport,"Entebbe, Uganda",,,,,15,,Unknown,,,
453,2013,20-Dec-13,Rhino Horn,Entebbe Airport,"Entebbe, Uganda","Entebbe, Uganda","Lagos, Nigeria",Malaysia,,15,,Unknown,,,
454,2014,10-Jan-14,Rhino Horn,Changi Airport,"Singapore, Singapore","Maputo, Mozambique","Uganda; Dubai, UAE; Singapore, Singapore; Laos",Vietnam,21.5,8,,Luggage,,,
455,2014,19-Jan-14,Rhino Horn,Suvarnabhumi Airport,"Bangkok, Thailand",,"Nairobi, Kenya; Bangkok, Thailand","Hanoi, Vietnam",21.8,9,,Unknown,,,
456,2014,1-Feb-14,Rhino Horn,Shanghai Pudong Airport,"Shanghai, China",South Africa,,"Shanghai, China",3.19,,,Air Freight,,,
457,2014,10-Mar-14,Rhino Horn,Tan Son Nhat Airport,"Ho Chi Minh City, Vietnam",,,,13.1,5,,Luggage,,,
458,2014,23-Mar-14,Rhino Horn,Hosea Kutako Airport,"Windhoek, Namibia","Windhoek, Namibia","Johannesburg, South Africa","Hong Kong, China",,14,,Unknown,,"Plastic, Foil, And Clothes",
459,2014,1-May-14,Rhino Horn,Hamad Airport,"Doha, Qatar",Mozambique,"Doha, Qatar",Vietnam,,6,,Luggage,,,
460,2014,1-May-14,Rhino Horn,Guangzhou Baiyun Airport,"Guangzhou, China","Lagos, Nigeria","Doha, Qatar","Guangzhou, China",30.95,,,Unknown,,,
461,2014,27-Oct-14,Rhino Horn,Noi Bai Airport,"Hanoi, Vietnam","Bangkok, Thailand",,"Hanoi, Vietnam",6,,Qatar Airways,Luggage,scanner,,
462,2014,31-Oct-14,Rhino Horn,O.R. Tambo Airport,"Johannesburg, South Africa","Maputo, Mozambique","Johannesburg, South Africa; Doha, Qatar","Hanoi, Vietnam",41,18,Qatar Airways,Luggage,Canine,,
463,2014,1-Nov-14,Rhino Horn,Noi Bai Airport,"Hanoi, Vietnam","Bangkok, Thailand",,"Hanoi, Vietnam",7,,,Unknown,,,
464,2015,26-Jan-15,Rhino Horn,Cape Town Airport,"Cape Town, South Africa","Cape Town, South Africa",,China,,2,,Unknown,,,
465,2015,10-Mar-15,Rhino Horn,Milan-Malpensa Airport,"Milan, Italy","Milan, Italy",,China,,3,,Unknown,,,
466,2015,17-Mar-15,Rhino Horn,Tan Son Nhat Airport,"Ho Chi Minh City, Vietnam",,,,1.39,,,Unknown,,Hidden in frozen lobsters,
467,2015,24-Mar-15,Rhino Horn,Cape Town Airport,"Cape Town, South Africa",,,,5,,,Unknown,,,
468,2015,30-Mar-15,Rhino Horn,Milan-Malpensa Airport,"Milan, Italy","Milan, Italy",,"Shanghai, China",,2,,Unknown,,Inside wooden buddha statutes,
469,2015,1-Apr-15,Rhino Horn,Maputo Airport,"Maputo, Mozambique",,"Maputo, Mozambique",,5.4,,,Unknown,,,
470,2015,16-Apr-15,Rhino Horn,Noi Bai Airport,"Hanoi, Vietnam",France,,"Hanoi, Vietnam",4.86,3,Vietnam Airlines,Air Freight,,,
471,2015,28-Apr-15,Rhino Horn,Maputo Airport,"Maputo, Mozambique",,,Qatar,,1,,Luggage,,,
472,2015,1-May-15,Rhino Horn,Maputo Airport,"Maputo, Mozambique",,,,3.6,,,Unknown,,,
473,2015,15-May-15,Rhino Horn,Jomo Kenyatta Airport,"Nairobi, Kenya","Maputo, Mozambique","Nairobi, Kenya","Hanoi, Vietnam",12,7,KQ,Luggage,,Nylon Papers,
474,2015,8-Jun-15,Rhino Horn,Juba Airport,"Juba, South Sudan",,,,,,,Unknown,,,
475,2015,25-Jul-15,Rhino Horn,Suvarnabhumi Airport,"Bangkok, Thailand","Entebbe, Uganda","Addis Ababa, Ethiopia","Bangkok, Thailand",9.8,8,,Luggage,,Wrapped in tin foil,
